City,State_Province,Country,Player_Count,Latitude,Longitude
Mars,Pennsylvania,USA,2,40.6958342,-80.011878
Marshfield,Massachusetts,USA,2,42.091769,-70.7055941
Martensville,Saskatchewan,Canada,1,52.2903172,-106.662554
Martin,Slovakia,Slovakia,1,49.0724921,18.929193
Marysville,Michigan,USA,3,42.9108647,-82.4861734
Maskinongé,Quebec,Canada,1,46.4884529,-73.0348785
Maynard,Massachusetts,USA,1,42.4321064,-71.4539683
McFarland,Wisconsin,USA,1,43.0123487,-89.2897646
McKees Rocks,Pennsylvania,USA,1,40.4656244,-80.0656106
Mechanicsburg,Pennsylvania,USA,1,40.2101972,-77.0047276
Medicine Hat,Alberta,Canada,3,50.04303,-110.679016
Melbourne,Florida,USA,1,28.0785034,-80.6077908
Memphis,Tennessee,USA,2,35.1460249,-90.0517638
Mendham,New Jersey,USA,1,40.7759334,-74.6007142
Mendota Heights,Minnesota,USA,5,44.8835768,-93.1382749
Menomonie,Wisconsin,USA,1,44.8765289,-91.9278716
Mesa,Arizona,USA,1,33.4151005,-111.831455
Metcalfe,Ontario,Canada,1,45.236218,-75.472641
Methuen,Massachusetts,USA,1,42.7262016,-71.1908924
Middlebury,Vermont,USA,1,44.014299,-73.167229
Middleton,Massachusetts,USA,3,42.5951005,-71.0159146
Middleton,Wisconsin,USA,1,43.0962919,-89.5119565
Middletown,New Jersey,USA,4,40.3898188,-74.1162152
Midhurst,Ontario,Canada,1,44.4475856,-79.733624
Midland,Michigan,USA,1,43.634525,-84.3840821
Midlothian,Virginia,USA,1,37.5062673,-77.649268
Milestone,Saskatchewan,Canada,1,49.9927904,-104.5142534
Mill Bay,British Columbia,Canada,2,48.651057,-123.556366
Milton,Georgia,USA,1,34.1135408,-84.2695169
Milton,Massachusetts,USA,3,42.2501425,-71.065573
Milwaukee,Wisconsin,USA,3,43.0386475,-87.9090751
Mindoro,Wisconsin,USA,1,44.0210739,-91.1018063
Minneapolis,Minnesota,USA,5,44.9772995,-93.2654692
Minnetonka,Minnesota,USA,7,44.9405086,-93.4638936
Minnetrista,Minnesota,USA,2,44.923562,-93.7186813
Minot,North Dakota,USA,3,48.23251,-101.296273
Minsk,Belarus,Belarus,2,53.9172905,27.5449401
Mirabel,Quebec,Canada,1,45.6452452,-74.0731738
Mission,British Columbia,Canada,1,49.1589351,-122.283583
Mission Viejo,California,USA,1,33.5965685,-117.659405
Mississauga,Ontario,Canada,12,43.5896231,-79.6443879
Mokena,Illinois,USA,1,41.5261437,-87.8892189
Monroe,Michigan,USA,1,41.9153358,-83.5135665
Mont-Royal,Quebec,Canada,1,45.5085881,-73.5897111
Monticello,Minnesota,USA,1,45.3053901,-93.7939996
Montreal,Quebec,Canada,3,45.5031824,-73.5698065
Montréal,Quebec,Canada,6,45.5031824,-73.5698065
Moorestown,New Jersey,USA,2,39.9670569,-74.9426677
Moorhead,Minnesota,USA,5,46.8739081,-96.7538674
Moose Jaw,Saskatchewan,Canada,1,50.401515,-105.542908
Morganville,New Jersey,USA,1,40.3764975,-74.2443117
Morris Plains,New Jersey,USA,1,40.8364845,-74.47818854051508
Morristown,New Jersey,USA,2,40.7970382,-74.4809868
Moscow,Russia,Russia,2,55.8339464,37.621803221637926
Moskva,Russia,Russia,1,55.8339464,37.621803221637926
Mounds View,Minnesota,USA,1,45.1068949,-93.2075931
Mount Brydges,Ontario,Canada,1,42.9097165,-81.4957317
Mount Laurel,New Jersey,USA,1,39.934002,-74.8909988
Nanaimo,British Columbia,Canada,2,49.163877,-123.938122
Naperville,Illinois,USA,3,41.7728699,-88.1479278
Nashua,New Hampshire,USA,1,42.7656251,-71.4677032
Nashville,Tennessee,USA,3,36.1622767,-86.7742984
Natick,Massachusetts,USA,1,42.2836393,-71.346996
Needham,Massachusetts,USA,4,42.2802645,-71.2360624
Nelson,British Columbia,Canada,1,49.494891,-117.290039
Nepean,Ontario,Canada,1,45.3446891,-75.7639408
Neshanic Station,New Jersey,USA,1,40.5081594,-74.7301613
New Canaan,Connecticut,USA,2,41.146763,-73.4948446
New Hartford,New York,USA,1,43.073653,-75.287933
New Hope,Pennsylvania,USA,1,40.3642728,-74.9512785
New Lenox,Illinois,USA,1,41.5119761,-87.9656098
New Norway,Alberta,Canada,1,52.8690148,-112.9521188
New Rochelle,New York,USA,1,40.9115386,-73.7826363
New Westminster,British Columbia,Canada,1,49.2067726,-122.9108818
New York,New York,USA,3,40.7127281,-74.0060152
Newbury,Massachusetts,USA,1,42.7664975,-70.8458022
Newbury Park,California,USA,1,34.183671,-118.91183
Newburyport,Massachusetts,USA,2,42.8132845,-70.8819188
Newmarket,Ontario,Canada,3,44.056258,-79.461708
Newport Beach,California,USA,4,33.6170092,-117.9294401
Newton,Massachusetts,USA,1,42.3370414,-71.2092214
Niagara-on-the-Lake,Ontario,Canada,1,43.2556116,-79.0723264
Nisswa,Minnesota,USA,1,46.5205224,-94.288609
Nitra,Slovakia,Slovakia,1,48.31295,18.0894593
Niwot,Colorado,USA,1,40.101675400000005,-105.15349018696142
Nobleton,Ontario,Canada,1,43.9022127,-79.652722
Nolensville,Tennessee,USA,1,35.9522852,-86.6694413
Norfolk,Massachusetts,USA,1,42.1538607,-71.1828015
North Andover,Massachusetts,USA,2,42.6839894,-71.1127065
North Attleborough,Massachusetts,USA,2,41.9841334,-71.3322798
North Barrington,Illinois,USA,1,42.207802,-88.1406349
North Battleford,Saskatchewan,Canada,1,52.776186,-108.300476
North Bay,Ontario,Canada,3,46.3092115,-79.4607617
North Branch,Minnesota,USA,1,45.5113515,-92.9802176
North Delta,British Columbia,Canada,1,49.1444272,-122.9062818
North Reading,Massachusetts,USA,4,42.5750939,-71.0786653
North Tonawanda,New York,USA,1,43.0407742,-78.8660527
North Vancouver,British Columbia,Canada,14,49.3206294,-123.0737925
Northbrook,Illinois,USA,4,42.128704,-87.8265089
Northfield,Illinois,USA,1,42.09975,-87.7808967
Northport,New York,USA,1,40.9009595,-73.343167
Northville,Michigan,USA,7,42.4310816,-83.4832339
Norwalk,Connecticut,USA,1,41.1175966,-73.4078968
Norwell,Massachusetts,USA,1,42.1617681,-70.7939307
Notre-Dame-de-l'Île-Perrot,Quebec,Canada,1,45.351663,-73.902969
Nottingham,New Hampshire,USA,1,43.115019,-71.100082
Novi,Michigan,USA,1,42.48059,-83.4754913
O'Fallon,Missouri,USA,1,38.7902503,-90.7033292
Oak Lake,Manitoba,Canada,1,49.7672093,-100.6324486
Oak Ridge,New Jersey,USA,1,41.0462085,-74.4859898
Oakbank,Manitoba,Canada,1,49.9373014,-96.8416613
Oakland,Michigan,USA,1,42.6618842,-83.3804439
Oakville,Ontario,Canada,11,43.447436,-79.666672
Oceanport,New Jersey,USA,1,40.3181663,-74.0151382
Oceanside,California,USA,1,33.1958696,-117.379483
Odenton,Maryland,USA,1,39.065778800000004,-76.6876169120418
Okemos,Michigan,USA,1,42.7221021,-84.4275259
Okotoks,Alberta,Canada,3,50.7253685,-113.975082
Old Brookville,New York,USA,2,40.8320441,-73.6048493
Old Greenwich,Connecticut,USA,2,41.022875,-73.564846
Old Hickory,Tennessee,USA,1,36.2597132,-86.6480884
Old Tappan,New Jersey,USA,1,41.0106971,-73.9911073
Old Westbury,New York,USA,1,40.7887113,-73.5995717
Oldwick,New Jersey,USA,2,40.6726014,-74.7473849
Orange,California,USA,1,33.750631,-117.8722311
Orange Park,Florida,USA,2,30.1654707,-81.7016346
Orangeville,Ontario,Canada,1,43.9193171,-80.0973754
Orchard Park,New York,USA,2,42.7670376,-78.7435517
Orleans,Ontario,Canada,1,45.40683715,-75.52745676171389
Orono,Minnesota,USA,3,44.9713519,-93.6044033
Osprey,Florida,USA,1,27.1961627,-82.4903748
Ottawa,Ontario,Canada,9,45.4208777,-75.6901106
Ottawa Lake,Michigan,USA,1,41.7641517,-83.7493869
Oulu,Finland,Finland,3,65.0118734,25.4716809
Outremont,Quebec,Canada,1,45.5186167,-73.6068856
Owatonna,Minnesota,USA,2,44.0839937,-93.2261076
Owen Sound,Ontario,Canada,1,44.5678105,-80.9430094
Oxford,Michigan,USA,1,42.8247524,-83.2646624
Oyster Bay,New York,USA,1,40.8736879,-73.5323172
Palatine,Illinois,USA,1,42.1105779,-88.0336888
Palm Beach Gardens,Florida,USA,1,26.8233946,-80.1386547
Palos Heights,Illinois,USA,1,41.6681632,-87.7962812
Paoli,Pennsylvania,USA,1,40.040739,-75.49284449481362
Paradise,Newfoundland and Labrador,Canada,1,47.5255933,-52.8724145
Paradise Valley,Arizona,USA,1,33.5428006,-111.9556001
Parker,Colorado,USA,4,39.5184514,-104.7612638
Parkland,Florida,USA,2,26.3100794,-80.23727
Pearl River,New York,USA,2,41.0586333,-74.0218967
Pendleton,New York,USA,1,43.086997,-78.727859
Penticton,British Columbia,Canada,1,49.5003268,-119.593249
Peoria,Illinois,USA,1,40.6938609,-89.5891008
Perry Hall,Maryland,USA,1,39.4073054,-76.47965518256035
Peterborough,Ontario,Canada,1,44.3048009,-78.3199496
Philadelphia,Pennsylvania,USA,5,39.9527237,-75.1635262
Phoenix,Arizona,USA,3,33.4484367,-112.074141
Pickering,Ontario,Canada,1,43.835765,-79.090576
Pierrefonds,Quebec,Canada,1,45.4955083,-73.8471749
Pinckney,Michigan,USA,1,42.4567013,-83.9463359
Pittsboro,Indiana,USA,2,39.8639329,-86.4669429
Pittsburgh,Pennsylvania,USA,7,40.4416941,-79.9900861
Pittsford,New York,USA,3,43.090959,-77.515298
Plainfield,Illinois,USA,2,41.6086711,-88.2054345
Plano,Texas,USA,1,33.0136764,-96.6925096
Pleasantville,New York,USA,1,41.1328736,-73.7926335
Pleasantville,Ohio,USA,1,39.8097864,-82.5221031
Plenty,Saskatchewan,Canada,1,51.7828888,-108.6477388
Plymouth,Massachusetts,USA,3,41.9426657,-70.7618592
Plymouth,Michigan,USA,6,42.3712,-83.4675021
Plymouth,Minnesota,USA,6,45.0065149,-93.46651
Point Pleasant Beach,New Jersey,USA,1,40.0919203,-74.0482024
Pointe-Claire,Quebec,Canada,2,45.4566767,-73.8067442
Pomona,New York,USA,2,41.189153,-74.054249
Ponoka,Alberta,Canada,1,52.6794142,-113.5871706
Poprad,Slovakia,Slovakia,1,49.0541521,20.2976401
Port Huron,Michigan,USA,2,42.9760854,-82.4333742
Port McNeill,British Columbia,Canada,1,50.5893452,-127.0839027
Port Moody,British Columbia,Canada,4,49.2821981,-122.8293554
Portage,Manitoba,Canada,1,49.972422,-98.289185
Portage la Prairie,Manitoba,Canada,1,49.972422,-98.289185
Potomac,Maryland,USA,2,39.0180508,-77.1956331355745
Potomac Falls,Virginia,USA,1,39.0501083,-77.4008201
Pottstown,Pennsylvania,USA,1,40.2452976,-75.6496424
Prince Albert,Saskatchewan,Canada,1,53.201097,-105.748901
Prince George,British Columbia,Canada,1,53.9128645,-122.7453699
Prince Rupert,British Columbia,Canada,1,54.3126572,-130.32549
Princeton,Massachusetts,USA,1,42.448411,-71.8768079
Princeton,Minnesota,USA,1,45.5698156,-93.5803054
Princeton,New Jersey,USA,1,40.3496953,-74.6597376
Prior Lake,Minnesota,USA,3,44.7133271,-93.4226873
Pt. Pleasant,New Jersey,USA,1,40.0831714,-74.0681931
Purchase,New York,USA,2,41.0409305,-73.7145746
Pyhäselkä,Finland,Finland,1,62.463114149999996,29.785211695350796
Quechee,Vermont,USA,1,43.6467056,-72.4197296
Queens,New York,USA,1,40.6515585,-73.79267536317502
Quincy,Massachusetts,USA,1,42.2509914,-71.0037374
Québec,Quebec,Canada,5,46.8137431,-71.2084061
Raleigh,North Carolina,USA,3,35.7803977,-78.6390989
Raynham,Massachusetts,USA,1,41.9487118,-71.0731008
Red Bank,New Jersey,USA,2,40.3470543,-74.0643065
Red Deer,Alberta,Canada,5,52.2690628,-113.8141464
Redwood Meadows,Alberta,Canada,1,50.9904543,-114.5043434
Regina,Saskatchewan,Canada,3,50.4479733,-104.6158764
Richfield,Minnesota,USA,1,44.8766431,-93.2877877
Richmond,British Columbia,Canada,6,49.163168,-123.137414
Richmond,Ontario,Canada,1,45.1943303,-75.8386342
Richmond Hill,Ontario,Canada,3,43.8801166,-79.4392925
Ridgefield,Connecticut,USA,1,41.267211,-73.49345520437956
Ridgewood,New Jersey,USA,1,40.9796683,-74.1194403
Riihimäki,Finland,Finland,1,60.7390089,24.7728148
River Falls,Wisconsin,USA,1,44.8596498,-92.6255048
River Forest,Illinois,USA,2,41.8978091,-87.8139483
Riverside,Connecticut,USA,1,41.0337082,-73.57818
Riverside,Ontario,Canada,1,43.8576896,-79.0605635
Riverview,New Brunswick,Canada,1,46.0612076,-64.8033246
Robbinsdale,Minnesota,USA,1,45.0313156,-93.3395843
Robbinsville,New Jersey,USA,1,40.218974,-74.6276275
Rochester,Michigan,USA,1,42.680588,-83.1338214
Rochester,Minnesota,USA,5,44.0234387,-92.4630182
Rochester,New York,USA,6,43.157285,-77.615214
Rochester Hills,Michigan,USA,1,42.6583661,-83.1499322
Rockford,Minnesota,USA,1,45.0882963,-93.7344099
Rockville Centre,New York,USA,1,40.6574186,-73.6450664
Rocky Point,New York,USA,1,40.9525987,-72.9253805
Rogers,Minnesota,USA,2,45.1888596,-93.5524563
Roseau,Minnesota,USA,3,48.7710371,-95.7697882
Rosemount,Minnesota,USA,8,44.7391873,-93.12611
Roseville,Minnesota,USA,1,45.0060767,-93.1566107
Royal Oak,Michigan,USA,2,42.4894801,-83.1446485
Saint-Lazare,Quebec,Canada,1,45.3995886,-74.1359632
Saline,Michigan,USA,1,42.1667072,-83.7816075
Salt Lake City,Utah,USA,1,40.7596198,-111.886797
San Diego,California,USA,7,32.7174202,-117.162772
San Jose,California,USA,7,37.3361663,-121.890591
Sandy Springs,Georgia,USA,1,33.9242688,-84.3785379
Sanford,Florida,USA,1,28.8117345,-81.2680223
Santa Clarita,California,USA,1,34.4127963,-118.5538088
Sartell,Minnesota,USA,3,45.6216319,-94.2069365
Saskatoon,Saskatchewan,Canada,6,52.131802,-106.660767
Saugus,Massachusetts,USA,2,42.4648183,-71.010051
Sault Ste. Marie,Michigan,USA,1,46.490586,-84.359269
Sault Ste. Marie,Ontario,Canada,2,46.52391,-84.320068
Savage,Minnesota,USA,2,44.7779041,-93.3356204
Sayreville,New Jersey,USA,1,40.4635362,-74.3618499
Scarborough,Ontario,Canada,2,43.7729744,-79.2576479
Scituate,Massachusetts,USA,1,42.1924492,-70.7261966
Scottsdale,Arizona,USA,4,33.4942189,-111.926018
Seaforth,Ontario,Canada,1,43.5534328,-81.3934183
Seinäjoki,Finland,Finland,2,62.7954104,22.8442015
Sewell,New Jersey,USA,1,39.7665029,-75.1443435
Shakopee,Minnesota,USA,1,44.7980186,-93.5268986
Sharon,Connecticut,USA,1,41.8081109,-73.13635047779584
Shavertown,Pennsylvania,USA,1,41.3198025,-75.9379761
Shelby Township,Michigan,USA,2,43.5974492,-86.33795091855055
Shelton,Connecticut,USA,1,41.32039125,-73.0836549106838
Sherborn,Massachusetts,USA,1,42.2397842,-71.3701417
Sherbrooke,Quebec,Canada,3,45.403271,-71.889038
Sherburn,Minnesota,USA,1,43.6521779,-94.7269247
Sherwood,Oregon,USA,1,45.3569315,-122.8403744
Sherwood Park,Alberta,Canada,4,53.5256963,-113.296631
Shoreview,Minnesota,USA,2,45.0722056,-93.1282878
Silver Spring,Maryland,USA,2,38.9997621,-77.02403709829767
Sioux Falls,South Dakota,USA,2,43.5476008,-96.7293629
Skaneateles,New York,USA,3,42.947011,-76.4291017
Skokie,Illinois,USA,1,42.0262972,-87.7521069
Smithtown,New York,USA,2,40.8559314,-73.2006687
Soldotna,Alaska,USA,1,60.4847228,-151.065349
Somersworth,New Hampshire,USA,1,43.2625585,-70.8645872
South Bend,Indiana,USA,2,41.6833813,-86.2500066
South Burlington,Vermont,USA,1,44.4671635,-73.1715669
South Easton,Massachusetts,USA,1,42.0473222,-71.0814358
South Glastonbury,Connecticut,USA,1,41.667893899999996,-72.60279096093032
South Kingstown,Rhode Island,USA,1,41.454944,-71.5394738
South Lyon,Michigan,USA,5,42.451377,-83.659179
South Surrey,British Columbia,Canada,2,49.0567801,-122.8166585
Southboro,Massachusetts,USA,1,42.212016,-71.60452
Southington,Connecticut,USA,2,41.61567355,-72.86112828002376
Southlake,Texas,USA,1,32.9412363,-97.1341783
Spokane,Washington,USA,1,47.6571934,-117.42351
Spring City,Pennsylvania,USA,1,40.176767,-75.5476803
Spring Lake,New Jersey,USA,1,40.1535132,-74.0293941
Springfield,Massachusetts,USA,1,42.1018764,-72.5886727
Springfield,Pennsylvania,USA,1,39.9306677,-75.3201879
Springfield,Virginia,USA,1,38.7767435,-77.1807019310668
Spruce Grove,Alberta,Canada,2,53.545204,-113.903503
St-Bruno-de-Montarville,Quebec,Canada,2,45.5256161,-73.3391798
St-François-de-Madawaska,New Brunswick,Canada,1,47.25478765,-68.71339184244988
St-Laurent,Quebec,Canada,1,46.8602081,-71.0065238
St-Pierre-les-Becquets,Quebec,Canada,1,46.502882,-72.203522
St. Albert,Alberta,Canada,7,53.633239,-113.628845
St. Catharines,Ontario,Canada,4,43.1579812,-79.2441003
St. Clair,Michigan,USA,1,42.9426715,-82.6283554
St. Cloud,Minnesota,USA,6,45.5616075,-94.1642004
St. John's,Newfoundland and Labrador,Canada,2,47.5614705,-52.7126162
St. Louis,Missouri,USA,11,38.6280278,-90.1910154
St. Louis Park,Minnesota,USA,2,44.9475726,-93.3569023
St. Michael,Minnesota,USA,3,45.210202,-93.6648083
St. Paul,Minnesota,USA,4,44.9497487,-93.0931028
Stacy,Minnesota,USA,1,45.3980205,-92.9874404
Stamford,Connecticut,USA,2,41.0534302,-73.5387341
Staten Island,New York,USA,2,40.5724274,-74.14520078126053
Ste-Martine,Quebec,Canada,1,45.246129,-73.804436
Stevens Point,Wisconsin,USA,1,44.5234467,-89.5844457
Stevenson Ranch,California,USA,1,34.3881783,-118.5853957
Stillwater,Minnesota,USA,3,45.0564041,-92.8134982
Stittsville,Ontario,Canada,2,45.2584251,-75.9206131
Stockholm,Sweden,Sweden,13,47.015679,-68.143248
Stoney Creek,Ontario,Canada,2,42.8872739,-79.9713923
Stony Plain,Alberta,Canada,1,53.5310131,-113.9998496
Stoutsville,Ohio,USA,1,39.6047852,-82.8290631
Stratford,Ontario,Canada,1,43.3700899,-80.9818016
Stratham,New Hampshire,USA,1,43.0244129,-70.9122808
Strongsville,Ohio,USA,2,41.3144733,-81.83511
Stuart,Florida,USA,1,27.197983,-80.2519175
Suamico,Wisconsin,USA,1,44.632044,-88.039342
Sudbury,Massachusetts,USA,1,42.3834278,-71.4161725
Sudbury,Ontario,Canada,1,46.49272,-80.991211
Summerside,Prince Edward Island,Canada,1,46.394259,-63.7892386
Superior,Wisconsin,USA,1,46.7207737,-92.1040796
Surrey,British Columbia,Canada,4,49.1913033,-122.849143
Sussex,Wisconsin,USA,1,43.1339001,-88.2220372
Suwanee,Georgia,USA,1,34.0514898,-84.0712997
Sylvania,Ohio,USA,2,41.7189392,-83.7129935
Syosset,New York,USA,1,40.8262101,-73.502068
Syracuse,New York,USA,3,43.0481221,-76.1474244
Taconite,Minnesota,USA,1,47.312718,-93.38215
Tampa,Florida,USA,4,27.9477595,-82.458444
Tawas City,Michigan,USA,1,44.269461,-83.514697
Tecumseh,Ontario,Canada,1,42.3117951,-82.8861974
Terrebonne,Quebec,Canada,2,45.7081005,-73.6515157
Tewksbury,Massachusetts,USA,1,42.6106479,-71.2342248
Thief River Falls,Minnesota,USA,1,48.1172301,-96.1770667
Thornhill,Ontario,Canada,1,43.80986765,-79.48342269129985
Thorofare,New Jersey,USA,1,39.8423355,-75.1962913
Thousand Oaks,California,USA,1,34.1705609,-118.8375937
Thunder Bay,Ontario,Canada,1,48.406414,-89.259796
Tinton Falls,New Jersey,USA,1,40.2890734,-74.0927967
Tipp City,Ohio,USA,1,39.961325,-84.1700609
Toledo,Ohio,USA,1,41.6529143,-83.5378173
Toronto,Ontario,Canada,27,43.6534817,-79.3839347
Torrance,California,USA,1,33.8371392,-118.3413606
Torun,Poland,Poland,1,52.5260436,17.379476315239827
Trail,British Columbia,Canada,1,49.0945296,-117.7097659
Traverse City,Michigan,USA,3,44.7606481,-85.6165976
Trencin,Slovakia,Slovakia,1,48.8922719,18.0387465
Trenton,Michigan,USA,2,42.1406552,-83.1800544
Trois-Rivières,Quebec,Canada,1,46.3432325,-72.5428485
Tsawwassen,British Columbia,Canada,1,49.016667,-123.083333
Tully,New York,USA,1,42.798123,-76.1093696
Tustin,California,USA,1,33.7458511,-117.826166
Twig,Minnesota,USA,1,46.8943846,-92.3646341
Twin Lake,Michigan,USA,1,43.36776795,-86.17718920561123
Upper Saddle River,New Jersey,USA,2,41.0585352,-74.0984769
Urbandale,Iowa,USA,1,41.6274511,-93.7380243
Uusikaarlepyy,Finland,Finland,1,63.5222473,22.5284347
Uxbridge,Ontario,Canada,1,44.1088502,-79.1226768
Val-d'Or,Quebec,Canada,1,48.1023356,-77.7875715
Valencia,California,USA,1,34.4131941,-118.559849
Vallée-Jonction,Quebec,Canada,1,46.376544,-70.924988
Valrico,Florida,USA,1,27.9484265,-82.23621545220522
Vancouver,British Columbia,Canada,10,49.2608724,-123.113952
Vantaa,Finland,Finland,2,60.2933337,25.0407809
Vaughan,Ontario,Canada,1,43.7941544,-79.5268023
Verona,Wisconsin,USA,2,42.9905492,-89.5335575
Victoria,British Columbia,Canada,7,48.4283182,-123.364953
Victoriaville,Quebec,Canada,1,46.0554948,-71.9598586
Vienna,Virginia,USA,1,38.9013729,-77.2651762
Virden,Manitoba,Canada,2,49.8485092,-100.9322654
Virgil,Ontario,Canada,1,43.2214498,-79.1229367
Waconia,Minnesota,USA,1,44.8507957,-93.7869088
Walden,New York,USA,1,41.5612048,-74.1884806
Wallace,Ontario,Canada,1,43.7494563,-80.8599607
Walnut Creek,California,USA,1,37.9020731,-122.0618702
Walpole,Massachusetts,USA,1,42.1459019,-71.2538759
Waltham,Massachusetts,USA,1,42.3756401,-71.2358004
Warman,Saskatchewan,Canada,2,52.320232,-106.575623
Warroad,Minnesota,USA,4,48.905266,-95.314404
Warwick,Rhode Island,USA,1,41.6992717,-71.4586114
Washington,Michigan,USA,1,42.290564,-85.421282
Wasilla,Alaska,USA,2,61.5824216,-149.442563
Waterloo,Ontario,Canada,1,43.4652699,-80.5222961
Waukesha,Wisconsin,USA,1,43.0622536,-88.3123889
Wausau,Wisconsin,USA,2,44.9597858,-89.6272791
Wayland,Massachusetts,USA,1,42.3632063,-71.3606721
Wayne,New Jersey,USA,2,40.9491723,-74.2376802
Wayzata,Minnesota,USA,2,44.970759,-93.511947
Welland,Ontario,Canada,3,42.9922181,-79.2484192
Wenonah,New Jersey,USA,1,39.7946263,-75.148766
West Bloomfield,Michigan,USA,1,42.567616099999995,-83.35925641168916
West Bridgewater,Massachusetts,USA,1,42.0191056,-71.0076743
West Chester,Pennsylvania,USA,2,39.9597213,-75.6059638
West Fargo,North Dakota,USA,1,46.874967,-96.900362
West Hartford,Connecticut,USA,1,41.7620447,-72.7420399
West Kelowna,British Columbia,Canada,1,49.8585784,-119.582876
West Orange,New Jersey,USA,1,40.7987113,-74.2390353
West St. Paul,Manitoba,Canada,1,49.997147,-97.077942
West St. Paul,Minnesota,USA,1,44.9101545,-93.0802073
West Vancouver,British Columbia,Canada,4,49.3311208,-123.159479
Westchester,New York,USA,1,41.1763139,-73.7907554
Westerville,Ohio,USA,1,40.126139,-82.9295287
Weston,Massachusetts,USA,4,42.3667625,-71.3031132
Westport,Connecticut,USA,1,41.1414855,-73.3578955
Westwood,Massachusetts,USA,5,42.2186913,-71.2233829
Wexford,Pennsylvania,USA,3,40.6264561,-80.055891
Weyburn,Saskatchewan,Canada,1,49.6651238,-103.854034
Wheatfield,New York,USA,1,43.0974428,-78.8831174
Whistler,British Columbia,Canada,1,50.1171903,-122.9543022
Whitby,Ontario,Canada,2,43.87982,-78.9421751
White Lake,Michigan,USA,1,42.04936395,-84.22693440737697
White Rock,British Columbia,Canada,3,49.0235357,-122.797924
Whitehorse,Yukon,Canada,3,60.721571,-135.054932
Whitmore Lake,Michigan,USA,1,42.439479,-83.7438303
Wilcox,Saskatchewan,Canada,1,50.097679,-104.7258
Williamsville,New York,USA,3,42.9637836,-78.7377258
Willmar,Minnesota,USA,1,45.1219492,-95.0435373
Wilmette,Illinois,USA,2,42.0757315,-87.7193768
Wilmington,Delaware,USA,1,39.7459468,-75.546589
Wilmington,Massachusetts,USA,1,42.5464828,-71.1736669
Wilton,Connecticut,USA,1,41.1953739,-73.4378988
Winchester,Massachusetts,USA,2,42.4523178,-71.1369982
Windermere,Florida,USA,1,28.4944695,-81.5345547
Windham,New Hampshire,USA,2,42.8006441,-71.304229
Windsor,Ontario,Canada,4,42.3167397,-83.0373389
Wingham,Ontario,Canada,1,43.886245,-81.31275
Winkler,Manitoba,Canada,2,49.187089,-97.937622
Winnipeg,Manitoba,Canada,16,49.8955367,-97.1384584
Wolcott,Connecticut,USA,1,41.6023196,-72.9867718
Wood Ridge,New Jersey,USA,1,40.8456555,-74.0879195
Woodbridge,Ontario,Canada,4,43.7848982,-79.5923855
Woodbury,Minnesota,USA,5,44.919896,-92.9339449
Woodcliff Lake,New Jersey,USA,1,41.0234304,-74.0665297
Woodhaven,Michigan,USA,1,42.1370519,-83.2451066
Worcester,Massachusetts,USA,2,42.2625621,-71.8018877
Yellowknife,Northwest Territories,Canada,1,62.4540807,-114.377385
Yorba Linda,California,USA,1,33.8901096,-117.8249705
Yorktown Heights,New York,USA,2,41.2709274,-73.7776336
Zilina,Slovakia,Slovakia,1,49.2234674,18.7393139
Örebro,Sweden,Sweden,1,59.510432,14.9577817
